CommentId,VideoId,Text,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism,ProcessedText
UghEcCSj9amFtXgCoAEC,04kJtp6pVXI,Smirconnish is the most even-handed guy in the world.  This guy Masri is an idiot.,True,True,False,False,False,False,False,False,False,False,False,False,smirconnish evenhanded guy world guy masri idiot
UgheEXayk90xIngCoAEC,04kJtp6pVXI,"Masri is a total idiot ""I don't have to know the evidence, I can just come to my own conclusions instead""
Here is a clue, dont attack a cop and try to take his gun and then rush him after he finally gets out of his car and you wont get shot duhhh.
So what would Masri do, take Brown out for a icecream as he is beating him into the ground and not defend himself?
BTW, Browns momma and gramma violently assaulted some people who were selling T-shirts in memory of Brown and put two people in the hospital, stole their money and trashed their shop and will probably be charged for it, so we all know what sort of mentality Brown was raised in and he was a thug wanna be, who caused his own death.",True,True,False,False,False,True,True,False,False,False,False,False,masri total idiot not know evidence come conclusion instead clue not attack cop try gun rush finally get car will not shoot duhhh masri brown icecream beat ground defend btw brown momma gramma violently assault people sell tshirt memory brown people hospital steal money trash shop probably charge know sort mentality brown raise thug wanna cause death
UghHgshwzX7053gCoAEC,04kJtp6pVXI,He had to take a break because Bassem was making too much sense for him to debate further. ,False,False,False,False,False,False,False,False,False,False,False,False,break bassem make sense debate
UghIBNvkzZh-xHgCoAEC,04kJtp6pVXI,"Let's reverse the rolls! Black racist cops in rich white communities.(but you can't prove there racist) When a white man gets pissed off at this intolerable condition. We unload several clips of high caliber ammo at point blank range for his audacity at questioning authority. All Americans need to be on full alert of this elitist agenda to set presidents of questioning authority. The elitist upper-class is the problem. Prison culture CIA drug Cartels. Exporting jobs and importing cheap labor, While the elitist get bailed out and support this corrupt system. We can turn this around when we c get past the race issue the Govt. incites to divide the working class, but you can hardly call it a working class because the Govt put everyone out of work. We are more of a homeless class. Let us not for get Western history and the role big money plays in this clusterfuck designed to destroy a Nation that is Destroyed at this point. We can get it back, ask me how.",True,False,False,False,False,True,True,False,False,False,False,False,let reverse roll black racist cop rich white communitiesbut not prove racist white man get piss intolerable condition unload clip high caliber ammo point blank range audacity question authority americans need alert elitist agenda set president question authority elitist upperclass problem prison culture cia drug cartel export job import cheap labor elitist bail support corrupt system turn past race issue govt incite divide work class hardly work class govt work homeless class let western history role big money play clusterfuck design destroy nation destroy point ask
UghICkPqoL9jJ3gCoAEC,04kJtp6pVXI,This moron is talking about being peaceful?  Their burning the nation's flag idiot.  Even though that's what you are suppose to do when it's old so they have no knowledge.  They are babies making noise. ,True,True,False,False,False,False,False,False,False,False,False,False,moron talk peaceful burn nation flag idiot suppose old knowledge baby make noise
UghKXFnZ33ZOSXgCoAEC,04kJtp6pVXI," This is a CIA agent provocateur operative to kick-start the riots of the New American Civil War. He's not African American but his rehearsed ""Ebonics"" is transparent.",False,False,False,False,False,False,False,False,False,False,False,False,cia agent provocateur operative kickstart riot new american civil war african american rehearsed ebonic transparent
UghlkAzZr3_fI3gCoAEC,04kJtp6pVXI,Can someone shoot this black idiot too? That would make me giggle inside :),True,True,False,True,False,True,True,False,False,False,False,False,shoot black idiot giggle inside
Ughm_dpizWFohHgCoAEC,04kJtp6pVXI,You people are sick! This man is speaking the truth and y'all are just mad. Trying to justify why a young boy who did nothing was shot and killed smh. Y'all are the devil and a disease to this earth! I'll be glad when the sun burns all your asses into extinction and we can have our planet back! Half animal half devil cave beasts!!! ,True,True,False,True,True,False,False,False,False,False,False,False,people sick man speak truth mad try justify young boy shoot kill smh devil disease earth ill glad sun burn ass extinction planet half animal half devil cave beast
UghmRzgOUqMozXgCoAEC,04kJtp6pVXI,The world is changing im mad at the police too but id be dam if isis gonna come in here thats when its time to kill these faucks,True,True,True,True,False,True,False,False,False,False,True,False,world change mad police dam isis go to come time kill fauck
Ughn17bxW7f5QXgCoAEC,04kJtp6pVXI,"CNN is propaganda for the most part, and people let them hear it in Ferguson too.",False,False,False,False,False,False,False,False,False,False,False,False,cnn propaganda people let hear ferguson
Ughnjn7WwwIgbHgCoAEC,04kJtp6pVXI,"What a waste of time talking to that idiot. ""You know what Im sayin."" ""I'll believe what I want to believe.""- Yup- hell with facts or evidence. Loser.",True,True,False,False,False,False,False,False,False,False,False,False,waste time talk idiot know sayin ill believe want believe yup hell fact evidence loser
UghnzyBgv-jQ9ngCoAEC,04kJtp6pVXI,"News fucktards...........puppet players,,,,,all they are paid liars ",True,True,False,False,False,False,False,False,False,False,False,False,news fucktardspuppet playersall pay liar
UghofW5VYVB8n3gCoAEC,04kJtp6pVXI,Bassem has the right to express himself....we have freedom of expression.....We all have that right....Its an amendment of the Constitution.....I dont think CNN is that competent after all.,False,False,False,False,False,False,False,False,False,False,False,False,bassem right express himselfwe freedom expressionwe rightit amendment constitutioni not think cnn competent
UgholOxRzEdkW3gCoAEC,04kJtp6pVXI,"does this guy riot before or after work? Orrrr, let me guess he fucks off all day doing nothing.",True,True,False,False,False,False,False,False,False,False,False,False,guy riot work orrrr let guess fuck day
UghOm2iqM9-AYngCoAEC,04kJtp6pVXI,Mr. Masri is 100% right couldn't say it any better myself.,False,False,False,False,False,False,False,False,False,False,False,False,mr masri 100 right not well
UghOrBUXagc6J3gCoAEC,04kJtp6pVXI,Can anyone tell me why it is racist if a white man shoots a black man? Is it not racist when black man shoots a white man? Why do these cases turn instantly into racist ones it makes no sense.,False,False,False,False,False,False,False,False,False,False,False,False,tell racist white man shoot black man racist black man shoot white man case turn instantly racist one make sense
UghP0v4pSXeRY3gCoAEC,04kJtp6pVXI,Racial profiling and police intimidation? He robbed a store and got killed as a result. Fucking excuses man. Black people shouldn't have to get arrested when they commit a strong arm robbery. When black people get violent they shouldn't have to fear getting put down like an animal. He actually said we shouldn't have to worry about warrants. lol. Fucking piece of human garbage.,True,True,False,False,False,False,False,False,False,False,False,False,racial profiling police intimidation rob store get kill result fuck excuse man black people not arrest commit strong arm robbery black people violent not fear get like animal actually say not worry warrant lol fucking piece human garbage
UghPM1HvcyCWxHgCoAEC,04kJtp6pVXI,Wrong Mother Fucker. No shoot to apprehend,True,True,False,False,True,False,False,False,False,False,False,False,wrong mother fucker shoot apprehend
UghpqNHDIz3pMngCoAEC,04kJtp6pVXI,"Black and white crimes seems to be big topic in us after Ferguson case. I just came here to brag about Finnish cops that used firearm 6 times last year, 2 time towards human, 2 times to warn 2 times to kill wounded animal. 5 million ppl here and 0,5 gun per capita.",False,False,False,False,False,False,False,False,False,False,False,False,black white crime big topic ferguson case come brag finnish cop firearm time year time human time warn time kill wound animal million ppl 05 gun capita
UghpY-GpHN0YpngCoAEC,04kJtp6pVXI,"and the heading reads, When the protesters take it too far",False,False,False,False,False,False,False,False,False,False,False,False,heading read protester far
UghR9QQYvJx-RHgCoAEC,04kJtp6pVXI,This Muslim man does not have anything in mind of peace. He wants to stir up dissonance and trouble among Americans by using racist accusations . THAT IS HIS MAN GOAL.,True,False,False,False,False,True,False,False,False,False,True,False,muslim man mind peace want stir dissonance trouble americans racist accusation man goal
UghRKLaioSvLOHgCoAEC,04kJtp6pVXI,"Add another imbecile to the bunch, reporter is a incompetent bastard",True,True,False,False,False,False,False,False,False,False,False,False,add imbecile bunch reporter incompetent bastard
UghRygE9vO9A83gCoAEC,04kJtp6pVXI,This interviewer is right. This guy should show some respect to the paramilitary police that are killing and getting away with it. Ha!,True,True,False,True,False,False,False,False,False,False,False,False,interviewer right guy respect paramilitary police kill get away ha
Ughs3w350i3DvXgCoAEC,04kJtp6pVXI,You all are some dumb as people,True,True,False,False,False,False,False,False,False,False,False,False,dumb people
UghTCrl4YYJ-qHgCoAEC,04kJtp6pVXI,bassem I think walmart is hiring for the holidays. get a job loser!!!,True,True,False,False,False,False,False,False,False,False,False,False,bassem think walmart hire holiday job loser
UghtQ_3FOmw6W3gCoAEC,04kJtp6pVXI,Teen faces life in prison for pot brownies. 90 year old man gets arrested for feeding the poor. Police officer is set free with no charges whatsoever for killing a teenager. Don't you people see how wrong this is? ,False,False,False,False,False,False,False,False,False,False,False,False,teen face life prison pot brownie 90 year old man get arrest feed poor police officer set free charge whatsoever kill teenager not people wrong
UghTxr-iist_7ngCoAEC,04kJtp6pVXI,"""you know what I'm sayin""... wow",False,False,False,False,False,False,False,False,False,False,False,False,know sayin wow
UghVbr3QCu8ckngCoAEC,04kJtp6pVXI,"YEah  You are right 1 white shot a  black all hell break  lose , black shot black no protest maybe if they start doing  protest on black shotting black , you can buy in thier story ,",True,False,False,False,False,True,True,False,False,False,False,False,yeah right white shoot black hell break lose black shot black protest maybe start protest black shotting black buy thier story
UghVVDZrCYMG_3gCoAEC,04kJtp6pVXI,"Lets Steal from a convenience store then lets go and punch a cop in the face and get shot 6 times, then lets get all the black people and white apologists to run around the street setting buildings on fire, fucking dirty gutter rats all living on welfare and causing violence , just look where the rest of black people live... on the dirties Ebola plague ridden continent, lucky white countries can come over and cure their dumb asses.",True,False,False,False,False,True,True,False,False,False,False,False,let steal convenience store let punch cop face shoot time let black people white apologist run street set building fire fuck dirty gutter rat live welfare cause violence look rest black people live dirtie ebola plague ride continent lucky white country come cure dumb ass
UghvxEUB679Ug3gCoAEC,04kJtp6pVXI,I'm with this dude fuck the punk police ,True,True,False,False,True,False,False,False,False,False,False,False,dude fuck punk police
UghWdXOwEJc0eHgCoAEC,04kJtp6pVXI,What a stupid arab. Police shoot to apprehend? Lmao That's not how it works when they are being attacked!,True,False,False,False,False,True,True,False,False,False,False,False,stupid arab police shoot apprehend lmao work attack
UghWm5GCsm7byXgCoAEC,04kJtp6pVXI,5:09 plain n simple truth,False,False,False,False,False,False,False,False,False,False,False,False,509 plain simple truth
UghY8Jytv5XqC3gCoAEC,04kJtp6pVXI,Lmfao why is this dude taking like that??? -_\ I hear him talking but I don't know what he's saying!  Smh,False,False,False,False,False,False,False,False,False,False,False,False,lmfao dude take like hear talk not know say smh
UghyTs2sJC_jSXgCoAEC,04kJtp6pVXI,"I do understand their anger, but war is not the answer!",False,False,False,False,False,False,False,False,False,False,False,False,understand anger war answer
Ughzp24D_j0sw3gCoAEC,04kJtp6pVXI,Iz didn't do nuffinz!,False,False,False,False,False,False,False,False,False,False,False,False,iz not nuffinz
Ugi0Cfb82xGsongCoAEC,04kJtp6pVXI,"What an ignorant coward, full of emotion, estrogen and apathy. And where the hell did you come from? Fuckin racially ambiguous blackwashed loudmouth. They really chose a pathetic man to interview. ",True,True,False,True,False,True,True,False,False,False,False,False,ignorant coward emotion estrogen apathy hell come fuckin racially ambiguous blackwashed loudmouth choose pathetic man interview
Ugi1CjkwLYHcvHgCoAEC,04kJtp6pVXI,"That motherfucker was angry,and I understand why",True,True,False,False,True,False,False,False,False,False,False,False,motherfucker angryand understand
Ugi2H0FCe-_y4ngCoAEC,04kJtp6pVXI,Let's get this straight and present the facts as the mass media should have from the beginning. 18 yr old (by all legal aspects an adult) robs a convince store. The criminal later flees the seen and is aprehended by the police. Resists arrest and altercation occurs between the two. The police (as in every case similar to this uses force). Criminal is killed. The killing goes to court. A randomly selected jury views all the evidence and hears out all witnesses which pertain to the case.  Radom jury reaches unanimous verdict of not guilty. Im sorry protestors I can't here over all this DEMOCRACY!,True,True,False,True,False,False,False,False,False,False,False,False,let straight present fact mass media beginning 18 yr old legal aspect adult rob convince store criminal later flee seen aprehende police resist arrest altercation occur police case similar use force criminal kill killing go court randomly select jury view evidence hear witness pertain case radom jury reach unanimous verdict guilty sorry protestor not democracy
Ugi3AdgMRYrQUHgCoAEC,04kJtp6pVXI,Do any of these protestors work for a living??  where do they get the (time) to do all this....,False,False,False,False,False,False,False,False,False,False,False,False,protestor work living time
Ugi8SNusKxJjQXgCoAEC,04kJtp6pVXI,"If people would obey the law, like normal human beings. This would never happen. <- WINNER",False,False,False,False,False,False,False,False,False,False,False,False,people obey law like normal human being happen winner
UgiBmDegoK7fvHgCoAEC,04kJtp6pVXI,No indictment...moving right along.,False,False,False,False,False,False,False,False,False,False,False,False,indictmentmoving right
UgiBZnwqmnNYUXgCoAEC,04kJtp6pVXI,If you act like animals you get treated like animals,True,False,False,False,False,True,True,False,False,False,False,False,act like animal treat like animal
Ugif7J_LQBVe_HgCoAEC,04kJtp6pVXI, Michael Smerconish + Hack. ,False,False,False,False,False,False,False,False,False,False,False,False,michael smerconish hack
Ugi-hbdDmIuKVHgCoAEC,04kJtp6pVXI,"Sure...they totally looked at FACTUAL evidence during that trial...

More like special treatment. BUT HEY, we all knew that was going to happen, didn't we?",True,True,False,True,False,False,False,False,False,False,False,False,surethey totally look factual evidence trial like special treatment hey know go happen not
Ugi-HtibDw0eongCoAEC,04kJtp6pVXI,You tellin me if he did in fact steal swisher sweets is the value of his life...Just admit you all are racist quit being a bunch of FAGGOTT bitches ,True,True,False,False,False,False,False,False,False,False,False,False,tellin fact steal swisher sweet value lifejust admit racist quit bunch faggott bitch
